username,avg_comment_similarity,avg_comment_time_interval,avg_reply_speed
33229911998899,0.4108970253295626,36 days 03:00:52,136 days 06:02:17
PeopleCanBeThisDumb,0.3039119327678915,1 days 19:10:32,8 days 21:07:36
bichonista,0.6114241160163445,1 days 04:32:35,0 days 04:26:24
pipsdontsqueak,0.5363389714138451,0 days 02:48:39,0 days 04:58:43
